City,Population
Peñacastillo,
Escota,
Fatarella,
Monterrubio,
Ubiergo,
Valtrujal,
Vigo,286585
Villanueva de las Carretas,
Rigolisa,
Benza,
San Juan de Cenero,
Villarramiel,
Borrés,
Azquizu,
Casas de Cazorla,
Pantoja,
Susá,
Valbuena del Roblo,
San Isidro,
Santa Bárbara de Casas,
Vallejo,
Goyaz,
Pradejón,
Anés,
Carral,
Pelahustán,
Uriondo,
Terrazas,
Villalaín,
Campiña,
Mondriz,
Narros de Cuéllar,
Navagallega,
Olías,
Ozana,
Gades,
El Arco,
Cortijada Nava,
Colio,
Barrientos,
Ribas de Tereso,
Romía de Arriba,
Viana de Mondéjar,
Azperiz,
Benimeli,
Calvinyá,
Ulldecona,
San Pelayo de Guareña,
La Vereda,
San Pablo de Seguríes,
Santa María de las Hoyas,
Turueño,
Vieite,
Antoñanes del Páramo,
Arrázola,
Ures,
San Feliz de Órbigo,
Santayana,
Serranillo,
Nuin,
Paradaseca,
Solares,
Rambla de la Teja,
Rasillo,
Umbralejo,
San Juan de Alicante,
Casa Zapata,
Ortigosa de Tormes,
Pereira,
La Rambla,
Barriada El Mamí,
Trapiche,
Valbuján,
Vilopríu,
San Mamed,
San Félix,
Buenavista,
Caldereta,
Careñes,
Barbate,22524
Bocos,
Adradas,
Caserío El Chaparral de Cartuja,
Seoane,
Rebolledo,
Los Valles de Fuentidueña,
El Campamento,
El Tormillo,
Caserío Subirans,
Caserío Tierras Nuevas,
Corzanes,
Crémenes,
Los Paredazos,
Muniesa,
Esto,
Junqueiras,
Cortijada El Jau,
La Pera,
Vallfogona de Ríucorp,
Viandar de la Vera,
Orendain,
Sancobad,
Quintanilla de Combarros,
Ermita del Ramonete,
Castilblanco de Henares,
Chavaga,
Murillo el Cuende,
Fuenlabrada,
Villar de Canes,
Atios,
Barrio Arroyo,
Belerdas,
Villares de Abajo,
Villarmienzo,
Villarodona,
Villayón,
Triongo,
Truébano,
Casas Ibáñez,
Caserío Los Plazas,
Caserío Zarzales,
Cebanico,
Breija,
Calvera,
Alcoba,
Barquilla,
Caserío Horna Alta,
Lomeña-Baseda,
Hazas,
La Franca,
Vallmanya,
Caserío Las Ferrerías,
El Morteruelo,
El Cerro Blanco,
Colinas de Arriba,
Valdeavellano de Tera,
Pedrerías,
Funes,
Saladar y Leche,
Aransá,
Linás de Broto,
Llodio,19623
San Antolín de Villanueva,
Olábezar,
La Cabana,
San Pedro de los Oteros,
Santa Marina del Puente,
Viñas de Valhondo y Huertas de Brochero,
Robledo de Tainás,
Santocildes,
Sarsamarcuello,
Tardienta,
Valdehuesa,
Lordemanos,
Mohías,
Ontoria,
San Román de Cameros,
Los Vicentes,
Pueblo del Principe,
Socobio,
El Malpaís,
Esquinal,
Mieses,
Herguijuela del Campo,
Seone,
Tresjuncos,
Salillas,
Regoelle,
Veigas,
Casas Nuches,
Arrabal de San Francisco,
Villar de Acero,
Caserío La Canaleja,
Pedrajas,
Casa Mures,
Ribera Baja,
Anciles,
Caroceiro,
Palacios de la Sierra,
Peloche,
La Iglesia,
Salas,
Aoiz,
Arroyo del Moro y Los Cotos,
Barquiña,
Caserío Huimayor,
Caserío Santa Gertrudis,
Arróniz,
Barriada de San Pio X,
Urones de Castroponce,
Barcenaciones,
Sabugo,
Molino Borrego,
Quintanilla de Somuñó,
Santa María-Tajadura,
Sempere,
Villalba de Rioja,
Casas del Monte,
Espierre,
Chazo,
Barrio Batoy,
El Tallón Bajo,
Fechaladrona,
Las Salas,
Millón,
Java,
Fenolleda,
Villaquirán de los Infantes,
Viñuela de Sayago,
Voces,
Ambrós,
Caspe,
Barriada La Fuente Santilla,
Gulina,
Corbite,
Berció,
Areños,
Casas de la Cuesta de Valdelentisco,
Barreneches,
Boya,
Caserío Rebolledo,
El Oliveró,
Fuente del Fraile,
Santalla,
Santa María de Trassierra,
Tudanca,
Peralejo,
Quinés,
Matosa,
La Toba,
Cortijo de la Juncosa,
Casas Los Garcias,
Caserío Casa Blanca,
Caserío Charcón,
Requiás,
Torre-Mochuela,
La Pasera,
Arbós,
Minas de Santa Quiteria,
Mirabel,
Valdegrudas,
Lobera,
Saigós,
Lo del Gato,
Ochichar,
San Jaume Sas Oliveras,
Soulecín,
Alesanco,
Beriáin,
Valsalobre,
Caseríos La Cruz,
Sevilleja de la Jara,
Los Zancarrones,
Marianes,
Membrilla,
Montoro de Mezquita,
Sasamón,
Casas La Tiesa,
Caserío Campiña,
Caserío Caudé,
Cía,
Cuerres,
Ibieca,
Caseríos El Campillo,
Armiñón,
Villanueva de Viver,
Caserío Las Dueñas,
Iboyo,
Cortijo de las Cañas,
Caserío Tángel,
Palacio,
Layana,
Cortijada de Gil de Olid,
Barrio Corchuela,
Barruecopardo,
Matomayor,
Casas de Arnegui,
Aguafría,
Vilanova de Sau,
Villaseca,
Cestona,
Cortijo de la Tobilla,
Noalejo,
Noceco,
Padilla de Arriba,
Pelayos,
Villanueva de Jiloca,
Villarrasa,
Yangua,
Useras,
San Amaro,
Rincón de Soto,
Ruitelán,
Miñarzos,
Piñeres,
Lamentredo,
Guia,
Cortijada de Turumbillo,
Lagartera,
Lanteiro,
Lardero,
El Tornadizo,
Hoyo de la Guija,
Inogés,
Jurenzás,
Ruidoms,
Beariz,
Cabrerizas,
La Peña,
Veguilla,
La Puebla,
Remolino,
Fuenmayor,
Olujas,
La Hoya Hermosa,
La Llácova,
Manzaneda,
Hacienda de Zafra,
San Robredín,
Poblado de los Cazudes,
Tormillo,
Villaverde de Hito,
San Vicente de la Barquera,
Torrosella,
Minas del Marquesado,
Navarredondilla,
Doña Mencía,
Villavieja del Cerro,
Buspol,
Poreño,
Maluenda,
Mosteirón,
La Carrasca,
La Huerce,
Caserío La Escurría,
Las Cuevas Viejas,
El Poulo,
Verdegás,
Villanueva de Gállego,
Caserío Molar de Arriba,
Estallo,
Casa El Batán,
Caserío Casas de la Parra de Abajo,
San Quintín de Mediona,
San Román de Campezo,
Torres,
El Rodón,
Forcadela,
Montrás,
Gilma Moderno,
Hedeso,
Hortaleza,
La Nava,
San Vicente de Calders,
Tartamudo,
Tices,
Punjeiro,
Ricabo,
Villardegoya,
Caserío San Mauricio,
Caseríos Fuente el Negro,
Cerdeiriñas,
Conques,
Cortijada del Burrueco,
Caserío Corvillones,
Gestosa,
Muñopedro,
San Pedro de Ermo,
La Vera,
Los Morales,
Maire de Castroponce,
Puyuelo,
Rudaguera,
El Marchal,
Cihuela,
Campillo de Deleitosa,
Casa Barranco,
Casas Cuevas de Gil Bailde,
Vall de Uxó,
Santa Olalla de Cala,
Porqueros,
La Riera,
Lugones,
Los Artos,
Caserío Bermejana,
Caserío Zúñiga,
Campogrande de Aliste,
Alastuey,
Bárcena de Pienza,
Caserío El Castaño,
Casas Las Cábilas,
Erboedo,
Figueroa,
Brandoñas,
Cornago,
Candasnos,
El Piñero,
Castillo de Villamalefa,
Cedrón,
Herrera de Duero,
Matalobos,
Puente de Don Alonso,
Fuentelencina,
Irede de Luna,
Las Saladas,
El Loreto,
Mambliga,
Jánovas,
La Parra,
Goyena,
Manceras,
El Cantal,
San Juan de Moró,
Santa Cruz de Bezana,
Santa Marina de Frojanes,
Ses Salinas,
Paradela de Muces,
Perales del Alfambra,
Porcío,
Posadilla de la Vega,
Urgoiti,
Venta de San Rafael,
Puerto Colom,
Restiello,
Tezanos,
Toiriz-Santa María,
Ríofrío del Llano,
San Carlos del Valle,
Villaseca,
Dujame,
El Almendral,
Cezura,
Cincovillas,
El Ejido,63155
Los Casimiros,
Tahiche,
Boleira,
Bernúy-Salinero,
Vera,
Tierzo,
Villota del Páramo,
Rivela,
Riocavado de la Sierra,
Carbonera,
Urbel del Castillo,
Caspedro,
Castillo,
Villarieja,
Ajarte,
Bagur,
Tamagordas,
Urría,
Valtajeros,
Cotarelo,
Brandilanes,
Jinama,
Talaveruela,
Navaltoril,
Regüelo,
Saragossa,
Tablado,
Villanueva de Bogas,
La Aguilera,
Reus,97508
La Valle,
Linares,
Salcedo,
Viana de Cega,
Laracha,
Pazos,
El Carbayo,
Andollu,
Derde,
El Ajo,
Caserío Oncebreros,
Caserío Venta Nueva,
Lencaran,
La Montañeta,
Fragas,
Valeri,
Acedera,
Viqueira,
San Pablo,
Viñuelas de Arriba,
Los Pontones,
Caserío Los Isidoros,
Caserío Venta de Cázulas,
Orcoyen,
Camporredondo,
Aday,
Carcastillo,
Cabolafuente,
Infantes,
Arabuste,
Ávila de los Caballeros,
Barquero,
Casas de Guijarro,
Caserío Abella,
Cortijada Los Menas,
Andés,
Ara,
El Puerto,
Castromil,
Goñi,
Larage,
Ríonegrito,
Geria,
Peñalba de Cilleros,
Mostad,
La Alberquilla,
Mas de la Carrasca,
Huertas de Villena,
Mas Blancas,
Fuenteguinaldo,
La Pobla de Mafumet,
Solís,
Sojoguti,
Caserío Aguadúx,
Caserío Los Granadicos,
La Navazuela,
Juanetas,
Vidrieros,
Tox,
Seco de Porma,
San Bartolomé de Béjar,
Soto de la Marina,
Olcoz,
Paradilla,
Antoñana,
Astigarraga,
Barrio Eustaquios,
Casa La Asomada,
Bellvehí,
Blascosancho,
Agón,
Celleruelo,
Gaínza,
Serrapio,
Soguillo del Páramo,
Saelices,
La Nuez de Abajo,
Dehesa de Guadiana,
Cotafe,
El Castaño,
Olapra,
Arcones,
Los Llanillos,
Huertapelayo,
Orilla del Río,
Tremp,
Rífrío,
Bernúy-Zapardiel,
Buen Suceso,
Cezana,
Campanero,
Linares,
Ribasieira,
Lorenzana,
Santa María de los Llanos,
Miyangües,
El Cristo del Espíritu Santo,
Llantada,
Sant Just Desvern,14987
Torre de la Sal,
Salgüero de Juarros,
Ríamonte,
Vega del Espinareda,
Prádena,
Granadilla de Abona,23212
Granja de Villahizán,
Güin,
La Florida,
Collera,
Landraves,
La Sinova,
Espiñeiros,
Poza de la Vega,
Caserío Don Gonzalo,
Casas de San Isidro,
Sotalbo,
Uga,
Arriquivar,
Barriada Cortes,
Villasila,
Zarra,
Piedrahita,
Arracó,
Budiños,
Canena,
Caserío Los Camachos,
Aljibillos,
Anaca,
Barambio,
Caserío Cartuja,
Val de San García,
Orgañá,
Pola de Lena,
Poliñá de Júcar,
Prados Redondos,
Puebla del Duc,
Puebla del Maestra,
San Bréjome,
San Clemente,
San Esteban de Guialbes,
Sanlúcar la Mayor,11143
Villamoros de Mansilla,
Villaviciosa de Córdoba,
Mor,
Naveda,
Pujallos,
Quintanarraya,
Temes,
Tinada de Marlano Mendoza,
Caserío La Nava,
Caserío Nonihay,
Almarch,
Andreade,
Baríndano,
Casas Las Chicharronas,
Caserío Barranco de los Hilarios,
Caserío Los Pérez de Arriba,
Castromudarra,
El Lugarico,
Casas Cascante,
Casas del Algibe,
Caserío Favanella,
Cotanes,
Araceli,
Barrio Los Hornos,
Víu,
San Martín del Obispo,
Villar del Saz de Navalón,
Socuéllamos,11920
Moyoela,
Muniáin,
Oirós,
Pando,
Pasajes,
Penamayor,
Pendella,
San Carlos de la Rápita,
San Juan de Raicedo,
Marazobel,
La Ricardera,
Refojos,
Riezu,
Rodrigatos,
Port Melenara,
Pozo de los Palos,
Morcillo,
Novelúa,
Nuez,
Olives,
Fuentefría,
Cortijo Almidar,
Cortijo de Garrapito,
El Castro,
El Chorrico,
El Santo Angel,
Los Arcos,
Lourido,
Conil,
Huit,
La Florida,
Entrepeñas,
Pedrosa de Río-Urbel,
Caserío Gil Alonso,
Carnés,
Castañares,
Castillo,
Bores,
Asterrica,
Montejo de San Miguel,
Pozo-Estrecho,
Lorquí,
Los Martínez,
Cortijo de Guadiana,
Barjis Bajo,
Aniago,
Batribán,
Caesarea Augusta,
Candeán,
Berrocalejo,
Aguajosa,
Monterrubio de la Serena,
Cortijada El Chantre,
Alcoraya,
Rañeces de Sierra,
Caserío del Castaño,
Bono,
Biniaraitx,
La Llosa,
Joarilla de las Matas,
Almarcha,
Cañada de Calatrava,
Villar de Bullaso,
El Mojón,
El Pao,
Hostalels de Bas,
La Cañada de la Leña,
Cortegazas,
Sansobre,
Alcira,
Canales de la Sierra,
La Hoya,
Guadajoz,
Villalba de los Alcores,
Sojo,
Puebla de Alfindén,
La Veguellina de Cepeda,
Lobanes,
Casas de Espe,
San Juan de la Cuesta,
San Clemente,
Sol del Campo,
Valle de Oro,
Casas Valdearenales,
Ambas Aguas,
Armillas,
Sillede,
Sobrón,
Viladonia,
Ortoneda,
Piñeira de Abajo,
Fontils,
Mecolade,
Pastores,
Hogo,
Cortijo de los Raspajos,
Bentretea,
Caserío Sierra Santa Olalla,
Cajigar,
Caserío Fuente de la Casa,
Esmeriz,
Acenchal,
Businán,
Cubo de la Solana,
Elgóibar,10551
Castellcir,
Cerro del Águila,
Hijosa,
Regueira,
San Lorenzo de Sever,
Santibáñez de la Lomba,
Sansoáin,
Sejas de Aliste,
Caserío Los Garcias,
Serviz,
Caserío Otonel,
Rante,
Caserío San Lázaro,
Castillejos,
Salobreña,10725
La Mesa,
Los Barrancos,
Mas dels Gayatos,
Teijois,
Valdastillas,
Los Marquesados,
Rincón y las Ramblicas,
Rudilla,
Negros,
Ardales,
Hervededo,
Hinojos,
Humada,
La Coromina,
Alconadilla,
Oural,
Inza,
Iracheta,
La Pajanosa,
Las Casas,
Las Ruedas de Ocón,
Escargamaría,
Abechuco,
Cortijos de Santonge,
Casa Pelayo,
Cóbreces,
Collbató,
Barcenillas,
Galisteo,
Lladó,
Ortiqueira,
Escuredo,
Chía,
Monreal de Ariza,
Cienfuegos,
Cional,
Cogolló,
Corcovados,
Lasaosa,
Morgade,
Fuentegelmes,
Zárabes,
Estorde,
Carcacia,
Casa del Administrador,
La Almunia de Doña Godina,
Sillar Baja,
Raso,
Villamandos,
Yegen,
Turís,
Inicio,
Finca Las Mesas,
Ojos-Albos,
Melojo,
Arrondoa,
Coca de Huebra,
Dorneda,
fuencaliente,
Griegos,
Soportújar,
Barrio El Molino,
Ribarroja de Ebro,
Villanueva de la Peña,
Vispieres,
Son Veri,
Pinar de Simancas,
Boán,
Botorrita,
Posada de Valdeón,
Cortijo de la Agracea,
San Vicente de Torelló,
Sello,
Sierra de Estronad,
Villaluenga,
Germade,
Ese de Calleras,
Fontanina,
La Tortilla,
Soto de la Vega,
Villar de Cañas,
Torrejón de Ardoz,111998
Ubierna,
Vilanova de la Roca,
Caserío Los Cachimanes,
Puente-Genil,
Caserío Salado,
La Reguda,
Olbán,
Llosa de Camacho,
San Julián de Cerdanyola,
Caserío Los Guerreros,
Ceceda de Arriba,
Cortijo de los Izquierdos,
El Callejo,
Encrucilladas,
Bugarra,
Robledillo,
Alcolea,
Colniella,
Bética,
Valdefuentes de Sangusín,
Vendejo,
Villacantid,
Lousadela,
La Cazuela,
Larrabia,
Cima de Vila,
Barrio La Cueva,
Abrera,
Boada de Roa,
Son Rapiña,
Caserío Llano,
Pido,
La Corredoría,
La Pardina,
Molino de la Matanza,
Huertas de Medialegua,
Linera,
Sacramenia,
San Pedro de Coliema,
Quieva,
Aramil,
Acibeiros,
Castells de Castells,
Pozuelo,
Cabra del Santo Cristo,
Guía de Isora,16454
La Guía,
Masía de Frejimeno,
Cortijo de Gorgollitas,
Los Barrios de Nistoso,
Fresneda,
Matabuena,
El Cobo,
Júbar,
Vaamonde,
Val de San Lorenzo,
Villaestévez,
Peñaflor,
Portaje,
Pradilla de Hoz de Arreba,
San Cristóbal de Cea,
Zardaín,
Villarbón,
Tierrantona,
Trapa,
Caserío Raset,
Cabezón de la Sal,
Fuente Palacios,
Gijún,
Tolocirio,
Tordómar,
Carmones,
Casa San Vicente,
Caserío San Juliá de Cabrera,
Meiral,
Tola,
Múnez,
Orbó,
Valongo,
San Tomé,
Basarán,
Barrio Las Chorretas,
Caserío Chacón,
Caserío Henares,
Caserío Los Chicharronas,
Caserío Los Fuentes de los Solanos,
Castillazuelo,
Cerdá de la Garga,
Cortijo de Mazarra,
Cumiar,
Curveiro,
Fresno de Cantespino,
Gargantós,
Caserío Los Vives,
Caserío Presa del Gállego,
El Castro,
El Grao de Gandía,
Guadiaro,
Santiago de Ambiedes,
Villar de Matacabras,
Vegas de Coria,
El Espinar,
Burbáguena,
Campillo-Sierra,
Tajuña,
Lecároz,
Membribe de la Sierra,
Udalla,
Pino,
Socueva,
Torres-Torres,
Uldá,
Lantadilla,
Pardos,
Cabia,
Caserío Los Giles,
Cenegro,
Santa María de Cartavio,
Arnizo,
Asfarrapa,
El Soto,
Casa de Pesqueruela,
Castrillo de Onielo,
Barrio La Marañosa,
Santa María de Gatica,
Almofrey,
Venta de las Veguillas,
Aldín,
Navas de Jadraque,
Guijo de Ávila,
Piñeira,
Aliseda,
Casinos,
Castro y Marzán,
El Peral,
Vilacarlos,
Villalba de la Loma,
Ríogordo,
El Carretón,
Maus de Salas,
Cervera de los Montes,
Fuente San Esteban,
Górgolas,
Las Salinas,
Palación,
Patró,
Mazo,
Lapio,
Las Murias,
Medo,
Teguitar,
Terán,
Anduerga,
Ballestero,
Canillejas,
Agualada,
Algayón,
Bayarque,
Torá de Rulbregos,
Zarza la Mayor,
Viana de Jadraque,
Torremocha,
Ribera de la Polvorosa,
Caserío San Martín de Riudeperas,
Campdevánol,
Pedrún de Torío,
San Lorenzo de Barjacoba,
Torrijos,11284
El Descargador,
Esporiz,
Fanlo del Valle de Vío,
La Rotella,
Val de la Sabina,
Moguer,15606
El Barrio de Abajo,
Belvis,
Castrillo de Don Juan,
Burjulú,
Campañones,
San Blas,
Santa María de Gracia,
Peralta,
Becilla de Valderaduey,
Carrafe de Torio,
Mansilla,
Castrillo de Valderaduey,
La Ventosilla,
Grisel,
Vimbodí,
Fijós,
Oviedo,198250
Oza,
Quintanilla-San García,
Alumbres,
Casas Chilluévar Vieja,
Camarasa,
Villacalbiel,
Caserío Gormach,
Bahilio,
Cortijada Los Aljibillos,
Mallorquinas,
Mas San Miguel,
Hedesa,
Lagares,
Beirotza,
Palacio de Cubillas,
Caserío La Zarza,
Castañeira,
Barlovento,
Barrio del Carmen,
Becedillas,
El Campillo,
La Coloma,
Linares de Mora,
Lantaño,
Villaseco de los Reyes,
Caserío Bernia,
Cuatretondeta,
Sanzoles,
Peral de Arlanza,
San Julián,
Monteagudo de las Salinas,
Llantones,
Trapilavado,
Bujedo,
Casas Ranera,
Cuevas del Becerro,
Bañuelos,
Beramendi,
Caimari,
Encinas,
Santa Colomba de Curueño,
Lledó,
Orellana la Vieja,
San Pedro de Gaíllos,
Trasmontaña,
San Miguel,
Villegas,
Yátova,
Veguillas de la Sierra,
Villanueva del Campillo,
Sant Sadurni d'Anoia,
Serón de Nájima,
Santurdejo,
Sendadiano,
Villasevil,
Penosiños,
Porrosillo,
Quintanaseca,
Baltanás,
Villalba,
Villanueva de la Condesa,
Ambasmestas,
Barreira,
Villanueva del Fresno,
Sangrices,
San Mauricio,
Traslacruz,
San Esteban de Treviño,
Villamayor de Santiago,
Villaricos,
Villasequilla,
Roma,
Caserío Los Marfagones,
Entienza,
Codejal,
Matío,
Mesón Nuevo,
Monlañan,
Monteril,
La Tortilla,
Gascones,
Guadajos,
