City,Population
Rippingale,
Hughley,
Compton Dundon,
Acton Trussell,
Arngask,
Barkston,
Middlewich,
Kyle of Lochash,
Buckinghamshire,
Faulkbourne,
Chinnock,
Hothfield,
Maindy,
Quarff,
Wrangaton,
Ternhill,
Romsey and Stockbridge,
Mid Calder,
Nateby,
Scalasaig,
Worleston,
Kenfig Hill,
North Frodingham,
Thornbury,
Whale Goe,
Cwm-du,
Achnasheen,
Gloucester,128722
Banham,
Buckingham,
Hirwain,
Mortimer,
Northmoor,
Longhope,
Killamarsh,
Tòrgulbin,
Wouldham,
Warren,
Crovie,
Drayton,
Hundon,
Ilminster,
Great Longstone,
Ipplepen,
Kells,
Kilmore,
Kyo,
Leadburn,
Cockenzie,5962
Colwich,
Corris,
Dalclathick,
Deepcar,
Beeley,
Belsay,
Edithmead,
Plattlane,
Pusey,
Roxburghshire,
Grimston,
Bwrdeistref Sirol Tor-faen,
Llanwrtyd,
Long Crendon,
Lydiard Tregoze,
Tiverton,
Doddington,
Nether Hutton,
Kirk Smeaton,
Dunholm,
Chelsea,
Cossall,
Ely,
Ropley,
North Somercotes,
West Chiltington,
Chittern,
Wallingford,
Sapiston,
Dunnichen,
Ambleston,
Borehamwood,32176
Spitalfields,
Llanddulas,
Mixbury,
Oldhamstocks,
Grindon,
Keswick,
Kinnaird,
Pont-nedd-Fychan,
Mickfield,
Creeting,
Cullaville,
Little Missenden,
Nymphsfield,
Skeabost,
Tilbrook,
Llanbadrig,
Llangattock nigh Usk,
Finvoy,
Potarch Bridge,
Oldbury-on-Severn,
Chilcompton,
London Borough of Ealing,
Oulton,
Shugborough,
London Borough of Islington,
Meavy,
Newtown Crommelin,
Callaghanstown,
Hunton,
Hethersett,
West Pennard,
Repton,
Madderty,
Maes y Cwmmer,
Hebden,
Bryncroes,
Droylesden,
Marystow,
Coningsby,
Hullavington,
Lagganulva,
Slaugham,
Inverernan,
Kealdale,
Whitton,
Newchurch,
Monkseaton,
Torworth,
Wrecclesham,
Yarmouth,
Norton Bavant,
Old Sarum,
Borough of Doncaster,
Boultham,
Bridge of Cally,
Altmullan,
Aughton,
Crookham,
Draycott,
Beechingstoke,
Barton-le-Clay,
Baxterley,
Berkswell,
Little Haven,
Lytchett Matravers,
Mauchline,4137
Keld,
Burravoe,
Drumboy,
Edgcott,
Breasclete,
Newton Saint Petrock,
Leochel-Cushnie,
Elterwater,
Enfield Lock,
Findon,
Chapeltown,
Christchurch,42397
Upper Heyford,
Alberbury,
Bottesford,
Wichnor,
North Thundergay,
Stoke Prior,
Beaminster,
Sompting,
Spennymoor,
Stradbroke,
Langford,
Leslie,
Linton-on-Ouse,
Newry,26271
Pentre-Gwenlais,
Great Sampford,
Clifton on Dunsmore,
East Dunbartonshire,
Bearney,
Lydiard Millicent,
West Barsham,
Achintraid,
Three Bridges,
Westminster,
Woodcott,
Stony Middleton,
Oxenwood,
Penmaen,
Setchey,
Carloway,
Cocklake,
Turvey,
Little Budworth,
Cregrina,
Evenwood,
Baugh,
Buckland Denham,
Bruton,
Bullingham,
Llanarmon,
Saint Mellion,
Wychnor,
Leiston,
Cefneithin,
Great Holland,
Sizewell,
Fife Keith,
Kimberworth,
Bleadon,
Long Lawford,
Middleton Fossoway,
Wereham,
Kenton,
Beeswing,
Tretio,
Upper Helmsley,
Walpole Saint Peter,
Queenborough,
Llanddewi Ystradenny,
Thornton,
Tongland,
Wighton,
South Shropshire District,
Abergwyfni,
Alsholt,
Ab Lench,
Molesworth,
Hawthorn,
Hildersham,
Doddington,
Northwick,
Tollerton,
North Fambridge,
Sarnau,
Woolstone,
Saint Bridget Beckermet,
Wallsall,
Newton upon Ouse,
Pickhill,
Mid Kelton,
Good Easter,
Hayscastle,
Buildwas,
Garnant,
Saint Austell,23432
Ardsley,
Ballyward,
Eilean Siar,
Glassford,606
Lochbuie,
Lower Holloway,
Marthall,
Milton Damerel,
Borough of Warrington,
Boughton Malherbe,
Bunessan,
Bwrdeistref Sirol Caerffili,
Rampton,
Shobdon,
Cartworth,
Claythorpe,
Cross,
Higher Thrushgill,
Kirkpatrick,
Lanreath,
Thornton Heath,
Bidborough,
Brailes,
Bryncir,
Denfold,
Dyserth,
Laggavoulin,
Coedana,
Altandoune,
Whatlington,
West Yorkshire,
Torboll,
Somerleyton,
Barrington,
Auchnafree,
Ballynaskeagh,
Bincombe,
Barnardiston,
Pennant-Melangell,
Kirkpatrick Durham,
Great Givendale,
Knook,
Thurning,
Llanthewy Rytherch,
Farnworth,
Wickham Market,
Wiveton,
Torquay,65389
Ullingwick,
Well,
North Acton,
Killinaig,
Sunipol,
Compton,
Berry Pomeroy,
Kinnell,
Whitehouse,
Alvescot,
Calligarry,
Chute,
Stocklinch,
Modbury,
West Drayton,
Seahouses,
Wigtown County,
Wanstead,
Milton of Balgonie,
Preston,
Norton,
Gortnessey,
Swilland,
Dibidil,
Altandon,
Middleton,45589
Penffordd,
Dogdyke,
Aughagallen,
Rainford,
Swardeston,
Aspall,
New Milton,
Bampton,
Cardington,
Falkenham,
Glenloig,
Launton,
Camasericht,
Ingoldesthorpe,
Frogden,
Swarby,
Leyburn,
Brawdy Farm,
Johnshaven,641
Roromore,
Salford,70905
Westbury,
Catfirth,
Childs Ercall,
Colyford,
Croxton Kerrial,
Ellerker,
Fern Down,
Brailsford,
Brierley Hill,
Broadwas,
Dulverton,
Chawleigh,
Llanddyfnan,
Garvock,
Ayton,
Banbridge,
Bannvale,
Marbury,
Milburn,
Goostrey,
Great Barrow,
Huthwaite,
Iden,
Bunkers Hill,
Carnhedryn,
Charminster,
Colwyn,
Bickford,
Breakish,
Brockton,
Killin,666
Elie,
Elmswell,
Cadnam,
Achlain,
Battlefield,
Lostwithiel,
Leafield,
Bishop Sutton,
Little Cheverell,
Low Bradley,
Meltham,
Comberton,
Great Brington,
Glapthorn,
Kineff,
Stanton upon Hine Heath,
Satley,
Scarcroft,
Shirehampton,
Westleigh,
Dereham,
Folkestone,45992
Houghton Regis,
Milguy,
Nant-y-moel,
Narford,
Salachy,
Huyton Quarry,
Langton Matravers,
Haddington,8780
Appleton,
Hackington,
Hanmer,
Bronllys,
Dagenham,
Princethorpe,
Walpole,
Wester Fearn,
Ashdon,
Benfro,
Radnage,
Derryork,
Cholesbury,
Clachtoll,
Clavering,
Staple Fitzpaine,
Great Ormside,
South Elmsall,
Holme,
Gannachy,
Burton upon Stather,
Splott,
Stebblegrund,
Fintry,
Ardtarig,
Llandilo,
Hawksworth,
Kedleston,
Lanark County,
Ropsley,
Farnham Common,
Cotgrave,
Astley,
Rochford,
Wheatacre Burgh,
Killingworth,
Lagg,
Harbottle,
Stronaclachar,
Torry,
Traquair,
Wiggonby,
Newton Stewart,3548
Sheriff Hutton,
Newbridge,
Orlestone,
Littleton,
Lindsell,
Waldingfield,
Scorborough,
Kilmory,
Crindle,
Petham,
Hartington,
Swillington,
Kingswood,64793
Kirkton of Glenbuchat,
Rokeby,
Lower Kingswood,
Luddenden Foot,
Windsor and Maidenhead,
Dobwalls,
Dadlington,
Eastgate,
Crow Hill,
Drumshanbo,
Felsted,
Bridell,
Withypoole,
Ystalyfera,
Newton Heath,
North Woolwich,
Coulston,
Dell,
Kilsyth,9662
Harmston,
Blunham,
Aberaman,
Upper Borth,
Blackpool,143101
Penryn,
Osbournby,
Wavertree,
Grimsthorpe,
Seaton Carew,
Buchlyvie,448
Llithfaen,
Wainfleet,
Jesmond,
Winterbourne Gunner,
Woodford,
Pontop,
Pont Rhyd-y-cyff,
Stocksfield,
Pitmedden,1246
Rosset,
Llanfyndd,
South Wootton,
Kyre Magna,
Leadhills,
Padgate,
Pumpherston,
Radernie,
Rogerstone,
Rudgwick,
Longwick,
Loughgilly,
Lower Halstow,
Mansewood,
Moyle,
Torrisholme,
West Malling,
Worksop,40443
Barton,
Gransha,
Dungannon District,
Barrowby,
Dhoire,
Colpy,
Kenilworth,22799
West Bay,
Kirkholm,
Michelmersh,
Diptford,
East Sussex,
Halesowen,55265
Whitton,
Saint Mary Church,
Saint Neots,
Sheen,
Pumpsaint,
Ringland,
Rossglass,
Saint Boswells,1062
Woodley,
Treeton,
Upchurch,
Balham,
Broomfield,
Moffat,2077
Whiteparish,
Ilfracombe,10486
Knockin,
Offenham,
Logganulva,
Timperley,
Trimley Heath,
Turkdean,
Stanton by Dale,
County of Pembrokeshire,
Caldecote,
Hollym,
Nerquis,
Laid,
Malmesbury,
Waxham,
Pipers Cross Roads,
Haroldswick,
Alderley,
Dale,
Widecombe in the Moor,
Preston,190688
Llanbedr,
Hatch,
Bwlch,
Epping and Ongar,
Fenwick,
Corfe,
Over Whitacre,
Longtown,
Kyre,
South Ockedon,
Merksworth,
Burton-on-Trent,
Colne,
Allgreave,
Arborfield,
Aultivullin,
Ballynameen,
Belhus,
Gartmore,
London Olney,
Saltford,
County of Denbighshire,
Orkney Islands Area,
Peover Superior,
Kendal,29468
The Bawn,
Tollard Royal,
Tresta,
Poolewe,
Tanfield,
Dalmuir,
Northwich,42113
Gortin,
Latheron,
Drummin,
Powfoot,
Fitzwilliam,
Culmington,
Kingcoed,
Hannah,
Saint Maughan,
Arfon,
Cargan,
Cassington,
Great Yarmouth,59601
Stokesley,
West Worthing,
Notts,
Ballycastle,
Hartford,
Holt,
Ersary,
Binfield,
Bossington,
Bradbury,
Cwm,
East Butterwick,
Knockandu,
Lawrieston,
Hatfield Heath,
Sedgefield District,
Stifford,
Thrybergh,
Aitnoch,
Navenby,
Steps,
Wootton Wawen,
Galmisdale,
Great Yeldham,
Ardersier,930
Clayton le Moor,
Hundleton,
Harwick,
Lundin Links,2124
Markhamchurch,
Monkton,
Aberedw,
Chilworth,
Carbrook,
Dunmore,
Tixall,
Udimore,
Watton,
South Mundham,
Strood,33381
Curry Rivel,
Saint James,
Wingfield,
Catsfield,
Withnell,
West Lothian,
Adbaston,
Chieveley,
Belstead,
High Hesket,
Jentnor,
East Barnet,
Saint Pancras,
Eyton,
Four Ashes,
Duddo,
Dufton,
Houndwood,
Cynwyl Elfed,
Eastoft,
Lauder,1078
Long Newton,
Kimble,
West Calder,2769
Kirkton,
Ockley,
Preston Candover,
Rumney,
Llanwenog,
Milton,
Halstead,
Craggie,
Crondall,
Kilraughts,
Lanivet,
Seapatrick,
Toor,
Holkham,
King's Stanley,
Kippings Cross,
Cowlam,
Crinan,
Kettleburgh,
Dorrington,
Penywaun,
Midlem,
Haynes,
Sturminster Newton,
Chettisham,
Dinas,
Lindores,
Park Street,
Stillington,
East Pilton,
Tarnbrook,
Roverton,
Findermore,
West Ham,
Beachampton,
Aberdour,1742
Brechfa,
Barningham,
Drybridge,
Llanharan,
Golden Grove,
Hackbridge,
Coylton,2607
Earls Colne,
Rowhedge,
Wray,
Laindon,
North Petherwin,
Camberley,
Mylor,
Speldhurst,
Ilston,
Runham,
Feorlean,
District of East Riding of Yorkshire,
Annesley,
Brecon,
Inversanda,
Elksley,
Bognie,
Bowhouse,
Melbourne,
West Walton,
Newmill,
Outwell,
Steeple Claydon,
West Melton,
Widdington,
Craighall,
Batley,50807
Glascote,
Llanwrst,
Lower Froyle,
Velindre,
Wellesbourne,
Newbold,
Wansford,
Pancrasweek,
Trelech-a'r-Bettws,
Menthorpe,
Shaw,
Shevington,
Adstone,
Eggleston,
Kingshouse,
Lancashire,
Barnby,
Bodiam,
Boothby Pagnell,
Breaclete,
Eldroth,
Breedon,
Limpsfield,
Henfynyw Upper,
Eastington,
Clunas,
Exbourne,
Llanspyddid,
Rhunahaorine,
Totmonslow,
Treglemais,
Tummel Bridge,
Great Claybrooke,
Rickmansworth,
Llanvihangel Crucorney,
Torryburn,
Weston,
North East Derbyshire,
Netherbury,
Sponden,
Rodley,
Withcall,
Stoke,
Woolstone,
Collace,
County of Derbyshire,
Derby,
Bodelwyddan,
Castle Rising,
Cilgerran,
Cinderford,
Great Mongeham,
Matching,
Hough Green,
Erriboll,
Crudwell,
Abbess Roding,
Benington,
Great Somerford,
Halistra,
Heaton Chapel,
Ludbrook,
Castle Donington,
Cawdor,
Adstock,
Hertfordshire,
East Knoyle,
Bishops Castle,
Blaengwrach,
Blackwood,1901
Broughton,
Scotforth,
Llangadwaladr,
Loxwood,
Lullington,
Worsbrough Bridge,
Ickornshaw,
Fernybank,
Bookham,
Brumby,
City and Borough of Wakefield,
Portishead,
Great Witley,
Virginstow,
Orton Waterville,
Killure,
Sudbrooke,
London Colney,
Croft,
Dromore,
Whitchurch,
Sherburn,
Warton,
Bowdon,
Illington,
Ardeley,
Llansawel,
Brant Broughton,
Strathan,
Crosby,
Madley,
Tumby,
Simonburn,
Pimperne,
Little Marche,
Lossiemouth,6841
Draycott,
Fornham All Saints,
Middleton upon Leven,
Beltinge,
Potters Bar,22192
Carnoustie,10500
County of West Sussex,
Garabost,
Dingle Bank,
Warfield,
Tattershall,
Otterham,
Ballinamallaght,
Inverasdale,
Elm,
Evelix,
Fifield,
Grantown,
Largue,
Leicester,339240
Luffness,
Midland,
New Buckenham,
Timsbury,
Twyford,
Saint Marys,
Whaddon,
Tinwell,
Ashton Keynes,
East Hardwick,
Ercall Magna,
Rhyd-y-felin,
Sheriff Hales,
Heyford,
Coxbench,
Auchenbreck,
Barton,
Clive,
Ethie,
Kellam,
Waterbeck,
Wemyss Bay,
Tanfield,
Kilcreggan,1343
Merton,
Crowthorne,25522
Draycot Foliat,
Kingsdon,
Polperro,
Capel Gartheli,
Grafton,
Fulbourn,
Eastbury,
Cardeston,
Facit,
Ballingry,5758
Hereford,58281
Carlton,
Chaldon,
Contin,
Ardtalla,
Aldington,
Fitzhead,
Southtown,
Coulmore,
Wolvesnewton,
Monkton,
Moreton in Marsh,
Wimeswould,
East Fortoun,
Bucks,
Cheriton,
Cross in Hand,
Allerdean,
Alveley,
Monkleigh,
Paul,
Edington,
Eglinton,
Myton on Swale,
Barassie,
Bentpath,
Sudbury,
Belmont,
Roch,
Ripley,
Coaley,
Cunningburn,
Dedham,
Hoggonfield,
Kinghorn,2776
Kylesmorar,
Brotherton,
Bourton,
Great Bircham,
Lavernock,
Whitrigg,
Cwmduad,
Wootton Bridge,
Tarland,550
Anderton,
Birsay,
Llanddausaint,
Armadale,9026
Abbey-Cwmhir,
Thankerton,
South Bank,
Bredfield,
New Bedfont,
Oxford,154567
Winkfield,
Trentishoe,
Ulrome,
Kilve,
Fulwood,
Kintore,1688
Thelwall,
Bassaleg,
Berrington,
Craghead,
Tyburn,
Colchester,109415
County of Banff,
Hergest,
East Tilbury,
Slickly,
Moulton Chapel,
North Erradale,
Partridge Green,
Little Blencow,
Teesside County Borough,
Renton Barns,
Manerdivy,
Newburn,41347
Tilbury Juxta Clare,
Springfield,
Swineshead,
Castell Newydd Emlyn,
Great Everdon,
Irvine,32749
Achany,
Anstruther,3527
Balquhidder,
Bray Court,
Frensham,
Helmsdale,637
Llannon,
Martin,
Retford,
Dunsfold,
Kew,
Tibenham,
New Sarum,
Merrow,
Willingdon,
Willingham,
Great Hampden,
Greatworth,
Hellesdon,
Horsmonden,
Knucklas,
Leake Side,
Lillington,
Shadoxhurst,
Inchbare,
Eskra,
Evanstown,
Fochriw,
Greenisland,
Penmon,
Washington New Town,
Weeley,
Whenby,
Whitehouse Lower,
Port Erroll,
Weston,
Faccombe,
Kirby,
Barrow-on-Humber,
Bodewryd,
Pwll-trap,
Jedburg,
Whitburn,
Fairford,
Greensted,
Rutland,
Miserden,
Musbury,
Saint Bees,
Hockley,
Sutton in Ashfield,43912
Normanton upon Soar,
Parts of Kesteven,
Lochwood Mains,
Blackfort,
Camborne,
Redmile,
Shelsley,
Shotesham All Saints,
East Ayrshire,
Newton Reigny,
Huntingdonshire,
Uig,
Sutton Benger,
Oldbury,
Pennygown,
London Borough of Bexley,
Preston,
Gulval,
Hinton,
Pakefield,
Dorchester,
Brettell Lane,
Brynbuga,
Dumfries County,
Benderloch,
Clapton,
Conwil Cayo,
Crabbs Cross,
Currie,
Dummer,
Staunton in the Vale,
Appleshaw,
Sharnford,
West Rainton,
Whitfield,
Woodhall Spa,
Hinton,
Keilour,
Kirkby Moorside,
Pilsley,
Port William,466
West Knoyle,
Ambrosden,
Kirkland,
Dore,
Great Bentley,
Cople,
Felmingham,
Aith,
Roehampton,
Mongeham,
Parkend,
Llanharry,
Middleton Stoney,
Cranborne,
Eggesford,
Morenish,
Saint Giles,
Auchnangaul,
Boulmer,
Llowes,
Coryton,
Stanton,
Fremington,
Quat,
Tough,
Auchindown,
South Creake,
Wiltingdon,
Newham,
Pont-y-Berem,
Buckden,
Chapeltown,22785
Dingestow,
Salford,
Oldshoremore,
Heriot,
Stanton in Peak,
Stapleford Tawney,
Kirklevington,
Marham,
Painswick,
Uplawmoor,581
Bulmer,
Croglin,
Winkleigh,
Cardonald,
Charlwood,
Court Henry,
Lelant,
Lennymore,
Leverstock Green,
Stoke Doyle,
Tamlaght,
Rotherfield,
Beckington,
Ebbw Vale,18345
Halfway,
Kettlestone,
Fermanagh,
Stanlow,
Suie,
Danbury,
Twyn Llanan,
Dormans,
Verwig,
Alcester,
Baile Coinlcora,
Swavesey,
Butterwick,
Cornholme,
Ardheslaig,
Ryhill,
Toller Porcorum,
Winchcombe,
Wrinehill,
Acharacle,
Worle,
Lashenden,
Dullatur,
Ealing,
Ridgwell,
Saxmundham,
Staddlethorpe,
Nantyglo,
New Wanstead,
Richborough,
Lostock Gralam,
Addington,
Glenmore,
Bowcombe,
Catterall,
East Horndon,
Benburb,
Marchamby,
Marton,
Clungunford,
Cononley,
Higham,
Seighford,
Whitchurch,
Leavesden,
Flimston,
Cavenham,
Maud,673
Little Oakley,
Great Wratting,
Sutton,
Pantyffynon,
Stone Grove,
Haugh of Glass,
Burwarton,
Cheriton,
Church Leigh,
Stoke Gifford,
Brixworth,
Bury Saint Edmunds,38622
Bygrave,
Cheadle,
Chilbolton,
Easton,
Holton,
Carrington,
Collingham,
Cranshaws,
Ardley,
Attenborough,
Llanfachraeth,
Madron,
Magheramorne,
Great Alne,
Enford,
Stoke Albany,
Quadring,
Roro,
Wootton Bassett,
Ashley,
Wray,
Thornton Cleveleys,
North Yorkshire,
Kelham,
West Cutts,
Westgate,
Swainby,
Tivetshall,
Ware,
Mevagissey,
Carston,
Brayton,
Edmonton,
Lhanbryde,1845
Poyntz Pass,
Purton,
Maidford,
Floore,
Galmpton,
Laverstoke,
Llanfechain,
Parc Seymour,
Ardler,
Ashbourne,
Coalbrookdale,
Goadby Marwood,
Gornalwood,
Spital in the Street,
Stalham,
Stow cum Quy,
Tetcott,
Quoyness,
Rhydcwmerau,
Wells,
Whitefield,23546
Gwaer Cock,
Harrow,
Caergwrle,
Llanor,
Llanpumpsaint,
Saint Johns Wood,
Brandon and Byshottles,
Sion Mill,
Skelmersdale,38944
Moira,
Moulin,
Llandudno,
Kildwick,
Kincraig,
Ulpha,
Castle Camp,
Crosshands,
Liff,
Derryglin,
Castleton,
Charlton,
Abergwili,
Pitstone,
Polloch,
Ribbesford,
Risby,
Sighthill,
Lochearnhead,
Milburn,
Hayfield,
Holywell,
Bugbrooke,
Croxley Green,
Saint Weonard,
Scopwick,
Inverurie,11324
Maryculter,
Heptonstall,
Catcleuch,
Crianlarich,
Dailly,866
West Molesey,
Upton,
Walcot,
Warren,
Slindon,
Aghagallon,
Monzie,
Morton,
Moseley,
New Passage,
Normanton,
North Lancing,
Martham,
Sprotboro,
Lambley,
Earlswood,
Resolis,
Llanfynydd,
Prestwich,32125
Furneux Pelham,
Margaretting,
Nedd,
West Dean,
Meliden,
Monkswood,
Walker,
Hodbarrow,
Wishaw,27627
Straiton,
Synod,
Pettigoe,
Bersted,
Cornwood,
Horton,
Hough on the Hill,
Kilanailean,
Walton,
Watnall Cantelupe,
Kirktown of Alvah,
Linkenholt,
Saddell,
Murrow,
Stratfield Saye,
Feliskirk,
Fleet,34218
Denston,
Newton upon Trent,
Ryburgh,
Sir Gaerfyrddin,
Knapdale,
Sutton in the Forest,
Annahilt,
Kingskettle,993
Bebside,
Blakeney,
Brington,
Greenhill,
Greywell,
Beulah,
Eastern,
Georgeham,
Skipness,
Port nan Long,
Halse,
Hasfield,
Cheltenham,103249
Poughill,
Themelthorpe,
Bromfield,
Sandown,
Little Comberton,
Little Wilbraham,
London Borough of Hounslow,
Killead,
Tomdoun,
Portpatrick,599
Rora Greens,
Wansdyke District,
Grimston,
Haydor,
George Nympton,
Bampton,
Greynor,
Mark,
Bierley,
Norton,
Little Sutton,
London Borough of Barnet,
Mannel,
Great Horwood,
Harrington,
Stirlingshire,
Cadgwith,
Crosskeys,
Mynyddislwyn,
Dalcross,
Kedington,
Roshven,
Broomfield,
Hepple,
Kirby,
Barlestone,
Boraston,
Deene,
Clough,
Kirkby Underdale,
Llwyn-y-pia,
Kerne Bridge,
Ladykirk,
Terrington,
Pelcomb,
Stonall,
Sibdon Carwood,
West Parley,
Meanwood,
Burmarsh,
Burren,
Burslem,
Chilham,
Croft,
Chapeltown,
Dundreggan,
Hardingham,
Drumaroad,
Barrasford,
Gildersome,
Darfield,
Derwent Chapel,
Rockfield,
Idmiston,
Llanengan,
Glasbury,
Llansantffraid Glyn Ceiriog,
Carlops,
Creswell,
Hammerwich,
Merstham,
Freshwater East,
Tur Langton,
Port Errol,
Sand Hutton,
Kintraw,
Little Carlton,
Ashreigney,
Scropton,
Marrick,
Wellington,
Wrestlingworth,
Weem,
Whauphill,
Belton,
Margam,
Cashlie,
Bramley,
Kilham,
East Tuddenham,
Greenloaning,
East Ord,
Lower Shader,
Wotton Underwood,
Swithland,
Eglish,
Wisbech,
Huntingfield,
Maghery,
Tormore,
Salhouse,
West Wittering,
Ballygawley,
Theydon Bois,
Shoreditch,
Westfield,
Llywel,
Middlezoy,
Monkton Heathfield,
Wick Saint Lawrence,
Hampton Lucy,
Hinckley,45130
Nazeing,
Milton of Abercairny,
Chapel Saint Leonards,
Highland Region,
Boltongate,
Habrough,
Kemble,
Kniveton,
Walford,
Kings Nympton,
Little Bridgeford,
Portavadie,
Rainow,
Rankinston,
Rhos-hill,
Shrawley,
Woodsford,
Livermere,
Germol,
Long Newnton,
Chorlton upon Medlock,
Otley,
Saint Germans,
Jerrettspuss,
Mitford,
Bassingbourn,
Bisley,
Preston on the Hill,
Thorney,
Walton,
Yardley,
Woodhouse Mill,
Badrallach,
Hendon,
Duisky,
Higham Ferrers,
Holme,
Keilmelfort,
Kilpatrick,
Dearne,
Burrington,
Caistor Saint Edmunds,
Chessington,
Firbeck,
Weeton,
Wenhaston,
Southdean,
Todbere,
Trafford Park,
Saint Clears,
Werrington,
Hoyland,
Codicote,
Gainford,
Stratton,
Littlebourne,
North Queensferry,
Ryton,
Sherviock,
Merrivale,
Navershaw,
Cullingworth,
Upper Sundon,
Colemere,
Ringley,
Wath,
Great Gonerby,
Caddington,
Castlebay,
Stockton,
Mid Yell,
Scrooby,
Geldeston,
Gamrie,
Bason Bridge,
Dowlais,
Llanhary,
Inchinnan,
Monimail,
Sugnall,
Shottesham,
Ochtow,
Troutbeck,
London Borough of Tower Hamlets,
Gowerton,
Dolau,
High Yewdale,
Spurstow,
Drynoch,
Thurgarton,
Stenton,
Tullyhogue,
Windlesham,
Ellingham,
Gorseinon,
Ickburgh,
Tilbury,
Mickle Trafford,
Falkirk,32479
Burnhaven,
Cargo Fleet,
Fauldhouse,4610
Hewelsfield,
Banffshire,
Buttermere,
Cold Kirby,
Combe,
Saint Gennis,
South Brewham,
Worting,
Toberonochy,
Tregaron,
Trescott,
Wareham,
Longparish,
Willingham,
Gunhouse,
Hawes,
Hoe,
North Muskham,
Hope,
Carsebreck,
Ashby Magna,
Llanfihangel-Ystrad,
Kings Park,
Billingsley,
Staplefield,
Stedham,
Hilcott,
Cranfield,
Thursby,
Trefilan,
Ballycassidy,
Bunaveneader,
Flamborough,
Fairfield,
Crossens,
Acomb,
Hebron,
Lusa,
Lastingham,
Wakefield,78978
East Grinstead,26523
New Park,
Tiptree,
Walford,
Cublington,
Chelborough,
Craigie,
Bishop's Knoyle,
Roath,
Leven,
Longworth,
Hobseat,
Hatton,
Kirby Hill,
Pailton,
Denstone,
East Huntspill,
Oragaig,
Parton,
Perth,43634
Grandborough,
Holbrook,
Upper Killay,
West Firle,
Knights Enham,
Eastbourne,112906
Ingoldisthorpe,
Tower Hamlets,
Weston upon Trent,
Moel-tryfan,
Morecombelake,
Stainton le Vale,
Littleport,
West Sussex,
Weybourne,
Moorside Edge,
Ingerthorpe,
Calverley,
Winestead,
Wivelsfield,
Edingley,
Milltown of Auchindown,
Newby Head,
Saint Catherines Wells,
Newtownstewart,
Pennant,
Gatwick,
Canvey-on-Sea,
Hallen,
Islington,
Ludlow,
Brancepeth,
Eastleach Martin,
Fillingham,
Hightown,
Hillmorton,
Kirkmichael,
Littleborough,
Dyffryn,
Fawsley,
Drimnin,
Lower Gornal,
Cilcennin,
Chatteris,
Cray,
Kimpton,
Paterchurch,
Penhurst,
Newchurch,
West Cults,
Whitstable,31166
Wilden,
Frodingham,
Cranbrook,
Huntspill,
Ederny,
Tackley,
Woburn,
Aber,
Lerags,
Leven,
North Marston,
Womenswold,
Gayton,
Chelsham,
Mamble,
