City,Population
Engeland,
Zwartveen,
Berchem,
Kadzand-Bad,
Oss,69965
Keur,
Terwinselen,
Zierikzee,
Opwierde,
Maagd van Gent,
Meersen,
Nietap,
Valderveen,
Overheicop,
Eperheide,
Frankhuis,
Hool,
Kerzel,
Ruisseveen,
Spekholzerheide,
Velorenhoek,
Drochteropslagen,
De Bruil,
New Ground,
Werfhorst,
Willemsdorp,
Oude Bildtzijl,
Nijkleaster,
Delfstrahuizen,
Speers,
Weversloo,
Laad en Zaad,
Papendrecht,31379
Zaadstukken,
Van Ewycksluis,
Weyerswold,
Marsum,
Hout,
Uffelsen,
Oud-Sabbinge,
Overschild,
Middenbeemster,
Bocholtz,
Baronsbergen,
Elsenerbroek,
Krabbendam,
Katrijp,
Lenthe,
Weste,
Landorp,
Urk,17887
Kraggenburg,
Stompetoren,
Hoogmaden,
Puttershoek,
Lutten-Oever,
Verrebest,
Vlasmeer,
Wildenberg,
Donderberg,
Oosterijk,
Poederoijenschehoek,
De Voort,
Woeste Hoeve,
Westerbeek,
Zuidveld,
Lettele,
Dorp Noor i Sãlina,
Lage Zwaluwe,
De Burg,
Heumen,
Hoeveneind,
Ymuiden,
Drie,
Sint Joris,
Kwadendanne,
Oud-Milligen,
Spijk,
Lithoyen,
Beuningen,
Wijnjeterp-Duurswoude,
Rondveld,
Zoggel,
Kemenade,
Midsland,
Nieuw Oostendorp,
Colmschate,
Helder,
Andijk,
De Mortel,
Dongensch Vaart,
Sibrandaburen,
Tienray,
Nieuwland,
Stepelo,
Sint Maartenszee,
Bingerden,
Haring,
Tjoene,
Lelystad-Haven,
Kerensheide,
Marum,
Schoonenberg,
Weiteveen,
Bruinehaar,
Heenvliet,
Oploo,
Oude Biltzijl,
Voltherbroek,
Andijk West,
Laageinde,
Laag-Caestert,
Bakertand,
Ansen,
Helwijk,
Lexmond,
Groot-Agelo,
Leewarden,
Betterwird,
Medhuizen,
Wercheren,
De Bijlmer,
Sint-Oedenrode,17119
Zouwendijk,
Boevenheuvel,
Taskenhuizen,
Wielwijk,
Alphen,72570
Hooge Heide,
Vrachelen,
De Berg,
Vinkel,
Noordstroe,
Burgerdijk,
Heel,
Hoornsedijk,
Otterloo,
Schutterhoef,
Duifhuis,
Gerverskop,
Alphen Bosschoven,
Hoornaar,
Keent,
Harfsen,
Kuiksche Heide,
Leerdam,21286
De Binnen-Moerdijk,
Het Ven,
Ulrum,
Neeritter,
Brug,
De Heenweg,
Paddepoel,
Oude Leie,
Diever,
Colmont,
Deelen,
Sneidershoek,
Binnenwijzend,
Peins,
Hulshorst,
Haarlem,147736
Vlake,
Walsert,
Schelm,
Slappeterp,
Mastwijk,
Vrijhoeve-Capelle,
Wadwaij,
Stogger,
Eppenhuizen,
Vogelenzang,
Zevenhuixen,
Vlierden,
Westerschelling,
Zeumeren,
Wipstrik,
Ouwsterhaule,
Sint Piet Gijxenbrug,
Broekhuizen,
Oud Appelsga,
Molekaten,
Bergstraat,
Broekhin,
Melle,
Klein Wieren,
Gassel,
Noordeinde,
Den Hout,
Pauluspolder,
Hoorsik,
Polanen,
Holtheme,
Drie Hoefijzers,
Alfen-Boschoven,
Noord-Bakkum,
Lions,
Leuvenum,
Leeuwenbeneden,
Spui,
Lom,
Scherpbier,
Kruisberg,
Mariënboom,
Stobben,
Borssele,
Oosterblokker,
Oudshoornscheweg,
Heerlen,93518
Dedgom,
Diessen,
Driemolens,
Ekkelrade,
Lutjelo,
Tienhoven,
Schoor,
De Roskam,
Hoonhorst,
Vrijhoeven Kapelle,
Hardenberg,
Rhederbrug,
Klijndijk,
Wilton,
Duin-en-Daal,
Meulunteren,
Bokt,
Stoppeldijkscheveer,
Groenewoud,
Gerner,
Schoonrewoerd,
Sprang,
Stellendam,
Het Reidland,
Het Vallaat,
Garderbroek,
't Rooth,
Vijfhuizen,
Rossum,
Rottevalle,
Boesingheliede,
Gawege,
Oost-Meerpolder,
Overwoud,
Wytgaard,
Dirksland,
Heile,
Biest,
Klein-hauser,
Kollum,
Langakker,
Abbewier,
Heense Molen,
Poederoien,
Haink,
Ekehaar,
Poonhaven,
Hengvoorde,
Kerkdorp,
De Baan,
Driezum,
Goorle,
Moscou,
Westrik,
Velsen-Noord,
Heerstaaien,
De Grits,
Veldhuizen,
Moddergat,
Cadzand-Bad,
Nauwerna,
Watergraafsmeer,
Noord-Meer,
Oostrum,
Het Hof,
Lambalgen,
Oppenhuizen,
Oxe,
Nederhemert-Noord,
Egum,
Hongerige Wolf,
Veeninger,
Loo,
Noordeinde,
Sint Jansklooster,
Slochteren,15317
Ranserveen,
Baarsdorpermeer,
Barger-Compascuum,
Hilvertsheim,
Hobbel,
Wapenveld,
Koten,
Axels Sassing,
Kronenberg,
Nessen-Zwaluwebuurt,
Den Oosterhuis,
De Piksen,
De Valom,
Douwen,
Gellikum,
Looieind,
Pettelaar,
Ellecom,
't Harde,
Loosbroek,
Den Hoek,
Someren,18786
Woerdenschverlaat,
Lhee,
Vinkepas,
Wiene,
Heen,
Blauwesluis,
Lutjewinkel,
De Val,
Holthe,
Hollandsch Ankeveen,
Tungelroij,
Hoornsterzwaag,
Oostwolderhamrik,
Smakt,
Baium,
Duivendrecht,
Does Burger Huurt,
Oud-Ootmarsum,
Vorenseind,
Veulen,
Asschat,
Midden-Eierland,
Noord-Esmarke,
Liezel,
Barsingerhorn,
Kalenberg,
Lageweg,
Opwierda,
Vlietwijk,
Beekbergen,
Kerkhuurt,
Rullen,
2e Valthermond,
Geitberg,
Marknesse,
Nijswiller,
Akkooi,
Nijgraaf,
Geer,
Noordbeek,
Ittervoort,
Oostvoorne,
Herike,
Wehl,
Helsdingen,
Luddeweer,
Oosterhout,54110
Hasselt,
Rietven,
Beerschoten,
Klarenbeek,
Klarenbeek,
Korhorn,
Krimpen,29799
Nieuw Annerveen,
's Grevelduin Kapelle,
Hollander,
De Kooten,
Averloo,
Sint Gerlach,
Over-Eijs,
Hoogeweg,
Hoog-Keppel,
Zweelo,
Hodenpijl,
Ullingen,
Wellseind,
Goesse Sas,
Heksenberg,
Heukelum,
Hurwenen,
Aaijen,
Harkema,
Hoogwoud,
Mariënheem,
Riperkerk,
Bobeldijk,
Engwerd,
Engwierum,
Garnerwolde,
Loeswijk,
Kibra Hacha,
Vollenhove,
Otterdijk,
Kraanmeer,
Beegden,
Noordwijk,
Bottel,
Nieberd,
Blokker,
Nieuwe-Niedorp,
Stolpervlotbrug,
Tinaarloo,
Meezenbroek,
Leekerweg,
Lienden,
Nieuwoord,
Gietmen,
Ouwendorp,
Santa Cruz,
Zuidwijken,
Rogat,
Egelshoek,
Gendt,
Helleneind,
Winkel,
Peursum,
Berghem,
Kapolder,
De Hoef,
Winkelshoek,
Nieuw-Schoonebekerveld,
Korteraar,
Pyramide,
De Lutte,
Hasselt,
Den Helder,59607
Bakelsebrug,
Augsbuurt-Lutjewoude,
Eiteren,
Noord-Eschmarke,
Tinte,
Oostellingwerf,
Papenvoort,
Krim,
Hunsel,
Winkelerhoek,
Dishoek,
Doesburg,11692
Draaisterhuizen,
Sint Antoniepolder,
Menkeweer,
Benschop,
Zilven,
Neerstraat,
Bolberg,
Langeloo,
Nieuwlande,
Harkema-Opeinde,
Veers,
Wijchen,40392
Oude Wetering,
Rood Huis,
Nieuwemolen,
Nieuwkoop,11010
Zevenmorgen,
Stevensweert,
Stierop,
Slagharen,
Oude Stoof,
Rinkesfort,
Het Laar,
Beutenaken,
Erp,
Idserdaburen,
Babyloniënbroek,
Bat,
Benedeneind,
Kadoelen,
Eeneind,
De Meije,
Hydaard,
Pelikaan,
Raar,
Velnerhoek,
Kleingenhout,
Lagenheuvel,
Poppenhuizen,
Nieuwegein-Zuid,
Groot Doenrade,
Venekoten,
Schothorst,
Het Zwarte Paard,
Hilde,
Houtigehage,
Idsega,
Bossenburgh,
De Beek,
De Leijen,
Zieuwent,
Zuid-Eierland,
Vlodrop-Station,
Overakker,
Kollendoorn,
Lage Weide,
't Waal,
Vorchten,
Waal,
Middelstum,
Nieuwacht,
Eksmorra,
Hezinge,
't Hoekje,
Turkije,
Palemig,
Wittewierum,
Wonneburen,
Milschot,
Belvert,
Oosterhesselen,
Goutum,
De Kaag,
Schouw,
Tweede Exloërmond,
Westeinde,
De Haspel,
Ysbrechtum,
Niehove,
Huifke,
Elsloo,
Tusveld,
Vossenhol,
Aerdt,
Groot Dorregeest,
Hoogewegen,
Visserweert,
Ammerstol,
Boshoven,
Druten,18544
Elslo,
Gaanderen,
Aksel,
Bleijerheide,
Oostwold,
Westijselmonde,
Pynakker,
Ellertshaar,
Noordwijk,
Lekermeer,
Waatskamperheide,
Renooi,
Kortendijk,
Dubbeldam,
Enterbroek,
Harssens,
Eikske,
Finkeburen,
Groote Abeele,
Essesteijn,
Stroet,
Markeloo,
Grotewal,
Hegge,
Hengforden,
Oldenzaal,31843
Koufurderrige,
Lage-Meden,
Langel,
Tzum,
Culenborg,
Nedereindseweg,
Wirdum,
Sint Janskerkhof,
Holiesloot,
Erde,
Moerslag,
Kop Van Het Land,
Weite,
Spangen,
The Gap,
Ellerhei,
Buren,
Hoefkens,
Oldemarkt,
Hoogedijk,
Spronk,
Noord,
Hofte,
Hoogewaard,
Wijlre,
Boil,
Boksheide,
Spankeren,
Berkmeer,
Grootelind,
Santpoort,
Rannereen,
Drieënhuizen,
Kattenburg,
Tonnelkreek,
Middelbert,
Nijhofshoek,
Schelfshorst,
Overveen,
Pennendijk,
Soestdijk,
Zwarte Haan,
Malburgen Oost,
Twello,
Keent,
Mekkelholt,
Weper,
Ridderveld,
Wolfsbarge,
Overschie,
Beuil,
Boteburen,
Het Schier,
Oudedijk,
Passewaaij,
Peelsehuis,
Voorsterveld,
Stokkum,
Lengel,
Blieswijk,
Jubbegaaster-compagnie,
Kilder,
Hekelingen,
Waatskamp,
Oudega,
Oranjewoud,
Ossendrecht,
Glimmen,
Hantum,
Meliestraat,
Monnickendam,
Neerbosch,
De Reit,
De Tempel,
Achterlo,
Grafhorst,
Achterste Brug,
Dalerend,
Doosje,
Wielse Hoeven,
Wullenhoven,
Droge,
Gouwsluis,
De Vijf Eiken,
Eext,
Ekslooërveen,
Heeg,
Zijdewinne,
Oud-Leusden,
Langedijk,26276
Nieuweschoot,
Nijstad,
Tweesluizen,
Waaksens,
Amby,
De Leek,
Diemerbroek,
Zoomvliet,
Arwerd,
Krommeniedijk,
Stein,26602
Bloemhof,
Harde,
Appelscha,
Birk,
Obdam,
Voorthuizen,
Stokt,
Nieuw-Buinen,
Nisse,
Boyl,
Genum,
Ravenswaay,
Kakert,
Bartlehiem,
Bourtange,
Tokalmar,
De Horst,
Nuis,
Pieperij,
Maaskant,
Eiland,
Langbroek,
Soesterveen,
Merum,
Noord Deuringe,
De Engel,
Duikschehoeven,
Hefswal,
Balleman,
Paauwenburg,
Zwolle,114924
Meerssen,19932
Firdgum,
Grote Bottel,
Hallerhoek,
Nieuw-Bergen,
De Glind,
Voske,
Oudleuzen,
Ratum,
Meedhuizen,
Sintjohannesga,
Steenweg,
Schoondorp,
Susteren,13006
Noord Giethoorn,
Kuyk,
Groote Schoot,
Strijenham,
Morse Hoef,
Schalkwijk,
Belfort,
Hesingen,
Oenkerk,
Oordel Heikant,
Op de Bies,
Meerlebroek,
Noordink,
Wolfsbos,
Jipsingboermussel,
Klein Hitland,
Wegdam,
Wessel,
Swalmen,
Zuideind,
Schoorldam,
Werkendam,26986
Laag Zuthem,
Leggeloo,
Zeegat,
Teffelen,
Stolwijk,
Nieuwer Amstel,
Smallebragge,
Blaartem,
Hamrik,
't Relaar,
Bentum,
't Woud,
De Ham,
Wintelre,
Hengstdal,
Vloeieind,
Groot Azewijn,
Helden,19787
Waspik,
Waterland,
Wateringen,17050
Kamp,
Bommenede,
Smalle Ee,
Nijhaske,
Zeerijp,
Laurens,
Kubaard,
Herbaijum,
Dolberg,
Kortland,
Het Dorp,
Klein Amsterdam,
Tusschenloegen,
Holijsloot,
Giessenburg,
Ilp,
Alinghuizen,
Engeland,
Nijeveensche Bovenboer,
Oosterbierum,
De Wopereis,
Beemd,
Mookhoek,
Ginkel,
Haventje van Bouchaute,
Klein Koolwijk,
Nieuw-Helvoet,
Noordhoek,
De Pol,
Vroenhout,
't Heechhout,
Allerdsoog,
Nieuweschild,
Klein-Oirlo,
Mosselaar,
Tongelre,
Beets,
Ruigezand,
Nunspeet,26785
Riethoven,
Drongelen,
Hogebrug,
Stokkum,
Nijeberkoop,
Bernsterburen,
De Paauwen,
De Westerhoeve,
Zuuk,
Goorn,
Holevoet,
Kapelle,12114
Katsberg,
Kladde,
Tusschen de Bruggen,
Veen,
Voorpeel,
Westdorpe,
Maarseveen,
Woudhuis,
Kremsel,
Langstraat,
Vlijt,
De Belt,
Ruurlosebroek,
Woezikrot,
Eerste Valthermond,
Haskerhorne,
Altweerterheide,
Atzeburen,
Twijzelerheide,
Kromme Elleboog,
Euvelwegen,
Westerblokker,
Wijzend,
Noordwolde,
Benteloo,
Brakkenstraat,
Emminkhuizen,
Amstenrade,
Over-Diemen,
Sint Antonypolder,
Teteringen,
Noord-Spierdijk,
Hussenberg,
Butterhuizen,
Donkereind,
Hengelo,82928
Ellerhuizen,
Oosthem,
Camp,
Eeze,
Dokkum,
Gendringen,21247
Mark,
Nieuwolda-Oost,
Nieuw-Weerdinge,
Angelsloo,
't Hart,
Laareind,
Den Deijl,
Koudekerk aan den Rijn,
Veenebrugge,
Wittenbrink,
Gramsoord,
Het Jachtveld,
Harles,
Noorddijk,
Peelschehuis,
Naardermeer,
Noetselen,
Griendtsveen,
Schutsboom,
Elfbergen,
Groenstraat,
Hillegom,20955
Beusbergen,
Onsenoort,
Bouwerschap,
Breda,168934
De Bree,
Meddoo,
Tzummarum,
Zandhoek,
Beringen,
Santa Catarina,
Schaaik,
Vijfhuizen,
Buggenem,
Zuidlaarderveen,
Hoogcasteren,
Bergenhuizen,
Patmos,
Hoogeberg,
Tronde,
Eykereind,
Het Vorst,
Beswerd,
Zeist,60233
Gouwe,
Aagtdorp,
Edens,
Eekenrade,
De Geeren,
Witharen,
Jonas,
Den Broek,
America,
Bovenstreek,
Woensel,
Zuidzijde,
Spannum,
Vilheide,
Barneveld,51158
Oude Schouw,
Donkerbroek,
Oudeschans,
Deuteren,
Heers,
Wemmenhove,
Heike,
Bedaf,
Wognum,
Nijentap,
Eleveld,
Boven Veensloot,
Noord-Deurningen,
Heesboom,
Herxen,
Vlodrop,
Klein Driene,
Eldrik,
Linde,
Zandvoort,
Sorremorre,
Welberg,
Westschavwen,
Ter Eiken,
Zwaag,
Bunt,
Niswijlre,
Den Osse,
Kornhorne,
Oevereind,
Dijkhoek,
Idsegahuizum,
Groeve,
Doniaga,
Bemmel,
Op de Bos,
Roosberg,
Hiaure,
Oud-Schaayk,
Eerde,
Gellicum,
Hatenboer,
Hoogzand,
De Meern,
Zandoerle,
Niekerk,
Zwaluwenbuurt,
Heerenveen,43715
Snepseind,
Hooidonk,
Sijbrandaburen,
Polle,
Westijsselmonde,
Kootwijkerbroek,
Azeloo,
Helling,
Mauritsfort,
Dalem,
Deurssen,
Bultinge,
Longerhouw,
Rietmole,
Achterdrempt,
Swolgen,
Valburg,
Warffum,
Duiksehoef,
Oudehornstercompagnie,
Molenhoek,
Klatering,
Aanschot,
Eefde,
Lekkum,
Vesen,
Tietjerk,
Hellevoetsluis,40803
Hengstdaal,
Milheeze,
Hout-Blerick,
Siegerswolde,
Vredenburg,
Willebrord,
Wintraak,
Aalzum,
De Vossenpels,
Haghoek,
Brummen,21675
Groeningen,
Schoondorpe,
Leeuwarden,
Anneburen,
Kreverhille,
Volendam,
Geertruid,
Sellingen,
Heiderschoor,
Eekeburen,
De Snipperij,
Luunjeberd,
Oostburg,18437
Zuidbarge,
Slikplaats,
Nieuwkuijk,
Garshuizen,
Barchem,
Melleschet,
Eiland,
Alphen aan de Rijn,
Oler,
Nekkeveld,
Vatrop,
Zegwaard,
Houtdorp,
Terkaple,
Alphen,
Godlinze,
Hoogengraven,
Nieuwe Krim,
Noordbroeksterhamrik,
Jachtveld,
Ter Idzardt,
Berghkwartier,
Eimeren,
Orinoco,
Herkenrade,
Stiphout,
Dinthersehoek,
Ooien,
Plak,
Ligtenberg,
Gees,
Felland,
Herwijnen,
Hijkersmilde,
Kelmond,
Aalanden,
Heesch,
Witman,
Gorp,
't Loo,
De Domp,
De Keegen,
Schelluinen,
Beesd,
Stort,
Middelbuurt,
Vogelfort,
Bolnes,
Schardam,
's Gravenland,
Terheiden,
Merkelbeek,
Nijeveen,
Raamsdonkveer,
Steenbergen,
Gelselaar,
Oever,
Winthagen,
Houtgoor,
Wilhelminadorp,
Rijsbergen,
Laar,
Houtbroek,
Kleine Meers,
Molenrij,
Sint Annaparochie,
Bronsveen,
De Hulst,
Dijkhuizen,
Ulekoten,
Vrijhoeven,
Abbegaasterketting,
Dijkhuisjes,
Woezik,
Spijkenisse,78642
Kralingsche Veer,
Watergang,
